ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850193::Dependent Objects  [read only],1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850516::User Formatted Name  [read only],1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852278::Extended Notes Order  [read only],1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy,1092616196::Attribute.Physical.Description
"1075838981::1172","FullName",Column,"","FullName","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","2","","","","","","FullName","NVARCHAR(50)","String","","0","","","","10","false","false","","","","2","2","","","People,IX_Application_People_Perf_20160301_05,FullName,PrimaryContact,AlternateContact,PrimaryContact,AlternateContact","","","Western","FullName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","27","","Default String Icon","","","","","false","","","","","Full name for this person"
"1075838981::1173","PreferredName",Column,"","PreferredName","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","3","","","","","","PreferredName","NVARCHAR(50)","String","","8470830","","","","10","false","false","","","","3","3","","","People","","","Western","PreferredName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","12","","Default String Icon","","","","","false","","","","","Name that this person prefers to be called"
"1075838981::1174","SearchName",Column,"","SearchName","Non Primary Key","","CHAR(18)","","Not Null","","","","","","","4","","","","","","SearchName","CHAR(18)","String","","8470830","","","","10","false","false","","","","4","4","","(concat([PreferredName],N' ',[FullName]))","People","","","Western","SearchName","","","Latin1_General_100_CI_AS","","true","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","41","","Default String Icon","","","","","false","","","","","Name to build full text search on (computed column)"
"1075838981::1175","IsPermittedToLogon",Column,"","IsPermittedToLogon","Non Primary Key","","bit","","Not Null","","","","","","","5","","","","","","IsPermittedToLogon","SMALLINT","Number","","0","","","","10","false","false","","","","5","5","","","People,IsPermittedToLogon","","","Western","IsPermittedToLogon","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Is this person permitted to log on?"
"1075838981::1176","LogonName",Column,"","LogonName","Non Primary Key","","nvarchar(50)","0","Null","","","","","","","6","","","","","","LogonName","NVARCHAR(50)","String","","8470830","","","","10","false","false","","","","6","6","","","People","","","Western","LogonName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","20","","Default String Icon","","","","","false","","","","","Person's system logon name"
"1075838981::1177","IsExternalLogonProvider",Column,"","IsExternalLogonProvider","Non Primary Key","","bit","","Not Null","","","","","","","7","","","","","","IsExternalLogonProvider","SMALLINT","Number","","8470830","","","","10","false","false","","","","7","7","","","People","","","Western","IsExternalLogonProvider","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Is logon token provided by an external system?"
"1075838981::1178","HashedPassword",Column,"","HashedPassword","Non Primary Key","","varbinary(max)","86","Null","","","","","","","8","","","","","","HashedPassword","LARGE BINARY","Blob","","8470830","","","","10","false","false","","","","8","8","","","People","","","Western","HashedPassword","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","32","","Default Blob Icon","","","","","false","","","","","Hash of password for users without external logon tokens"
"1075838981::1179","IsSystemUser",Column,"","IsSystemUser","Non Primary Key","","bit","","Not Null","","","","","","","9","","","","","","IsSystemUser","SMALLINT","Number","","8470830","","","","10","false","false","","","","9","9","","","People","","","Western","IsSystemUser","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Is the currently permitted to make online access?"
"1075838981::1180","IsEmployee",Column,"","IsEmployee","Non Primary Key","","bit","","Not Null","","","","","","","10","","","","","","IsEmployee","SMALLINT","Number","","0","","","","10","false","false","","","","10","10","","","People,IsEmployee","","","Western","IsEmployee","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Is this person an employee?"
"1075838981::1181","IsSalesperson",Column,"","IsSalesperson","Non Primary Key","","bit","","Not Null","","","","","","","11","","","","","","IsSalesperson","SMALLINT","Number","","0","","","","10","false","false","","","","11","11","","","People,IsSalesperson","","","Western","IsSalesperson","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Is this person a staff salesperson?"
"1075838981::1182","UserPreferences",Column,"","UserPreferences","Non Primary Key","","nvarchar(max)","84","Null","","","","","","","12","","","","","","UserPreferences","NVARCHAR","String","","8470830","","","","10","false","false","","","","12","12","","","People","","","Western","UserPreferences","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","285","","Default String Icon","","","","","false","","","","","User preferences related to the website (holds JSON data)"
"1075838981::1183","PhoneNumber",Column,"","PhoneNumber","Non Primary Key","","nvarchar(20)","1","Null","","","","","","","13","","","","","","PhoneNumber","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","13","13","","","People","","","Western","PhoneNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","false","","","","","Phone number"
"1075838981::1184","FaxNumber",Column,"","FaxNumber","Non Primary Key","","nvarchar(20)","1","Null","","","","","","","14","","","","","","FaxNumber","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","14","14","","","People","","","Western","FaxNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","false","","","","","Fax number  "
"1075838981::1185","EmailAddress",Column,"","EmailAddress","Non Primary Key","","nvarchar(256)","1","Null","","","","","","","15","","","","","","EmailAddress","NVARCHAR(256)","String","","8470830","","","","10","false","false","","","","15","15","","","People,IX_Application_People_Perf_20160301_05","","","Western","EmailAddress","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","43","","Default String Icon","","","","","false","","","","","Email address for this person"
"1075838981::1186","Photo",Column,"","Photo","Non Primary Key","","varbinary(max)","100","Null","","","","","","","16","","","","","","Photo","LARGE BINARY","Blob","","8470830","","","","10","false","false","","","","16","16","","","People","","","Western","Photo","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Blob Icon","","","","","false","","","","","Photo of this person"
"1075838981::1187","CustomFields",Column,"","CustomFields","Non Primary Key","","nvarchar(max)","99","Null","","","","","","","17","","","","","","CustomFields","NVARCHAR","String","","8470830","","","","10","false","false","","","","17","17","","","People","","","Western","CustomFields","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","253","","Default String Icon","","","","","false","","","","","Custom fields for employees and salespeople"
"1075838981::1188","OtherLanguages",Column,"","OtherLanguages","Non Primary Key","","CHAR(18)","99","Null","","","","","","","18","","","","","","OtherLanguages","CHAR(18)","String","","8470830","","","","10","false","false","","","","18","18","","(json_query([CustomFields],N'$.OtherLanguages'))","People","","","Western","OtherLanguages","","","Latin1_General_100_CI_AS","","false","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","34","","Default String Icon","","","","","false","","","","","Other languages spoken (computed column from custom fields)"
"1075838981::1189","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","19","PersonID","FK_Application_People_Application_People (People to People)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","19","19","","","People,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1190","ValidFrom",Column,"","ValidFrom","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","20","","","","","","ValidFrom","DATE","Datetime","","8470830","","","","10","false","false","","","","20","20","","","People","","","Western","ValidFrom","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1191","ValidTo",Column,"","ValidTo","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","21","","","","","","ValidTo","DATE","Datetime","","8470830","","","","10","false","false","","","","21","21","","","People","","","Western","ValidTo","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1210","PersonID",Column,"","PersonID","Non Primary Key","","int","","Not Null","","","","","","","1","","","","","","PersonID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","People_Archive","","","Western","PersonID","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1211","FullName",Column,"","FullName","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","2","","","","","","FullName","NVARCHAR(50)","String","","8470830","","","","10","false","false","","","","2","2","","","People_Archive","","","Western","FullName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","26","","Default String Icon","","","","","false","","","","",""
"1075838981::1212","PreferredName",Column,"","PreferredName","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","3","","","","","","PreferredName","NVARCHAR(50)","String","","8470830","","","","10","false","false","","","","3","3","","","People_Archive","","","Western","PreferredName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","11","","Default String Icon","","","","","false","","","","",""
"1075838981::1213","SearchName",Column,"","SearchName","Non Primary Key","","nvarchar(101)","","Not Null","","","","","","","4","","","","","","SearchName","NVARCHAR(101)","String","","8470830","","","","10","false","false","","","","4","4","","","People_Archive","","","Western","SearchName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","40","","Default String Icon","","","","","false","","","","",""
"1075838981::1214","IsPermittedToLogon",Column,"","IsPermittedToLogon","Non Primary Key","","bit","","Not Null","","","","","","","5","","","","","","IsPermittedToLogon","SMALLINT","Number","","8470830","","","","10","false","false","","","","5","5","","","People_Archive","","","Western","IsPermittedToLogon","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1215","LogonName",Column,"","LogonName","Non Primary Key","","nvarchar(50)","0","Null","","","","","","","6","","","","","","LogonName","NVARCHAR(50)","String","","8470830","","","","10","false","false","","","","6","6","","","People_Archive","","","Western","LogonName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","41","","Default String Icon","","","","","false","","","","",""
"1075838981::1216","IsExternalLogonProvider",Column,"","IsExternalLogonProvider","Non Primary Key","","bit","","Not Null","","","","","","","7","","","","","","IsExternalLogonProvider","SMALLINT","Number","","8470830","","","","10","false","false","","","","7","7","","","People_Archive","","","Western","IsExternalLogonProvider","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1217","HashedPassword",Column,"","HashedPassword","Non Primary Key","","varbinary(max)","17","Null","","","","","","","8","","","","","","HashedPassword","LARGE BINARY","Blob","","8470830","","","","10","false","false","","","","8","8","","","People_Archive","","","Western","HashedPassword","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","32","","Default Blob Icon","","","","","false","","","","",""
"1075838981::1218","IsSystemUser",Column,"","IsSystemUser","Non Primary Key","","bit","","Not Null","","","","","","","9","","","","","","IsSystemUser","SMALLINT","Number","","8470830","","","","10","false","false","","","","9","9","","","People_Archive","","","Western","IsSystemUser","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1219","IsEmployee",Column,"","IsEmployee","Non Primary Key","","bit","","Not Null","","","","","","","10","","","","","","IsEmployee","SMALLINT","Number","","8470830","","","","10","false","false","","","","10","10","","","People_Archive","","","Western","IsEmployee","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1220","IsSalesperson",Column,"","IsSalesperson","Non Primary Key","","bit","","Not Null","","","","","","","11","","","","","","IsSalesperson","SMALLINT","Number","","8470830","","","","10","false","false","","","","11","11","","","People_Archive","","","Western","IsSalesperson","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1221","UserPreferences",Column,"","UserPreferences","Non Primary Key","","nvarchar(max)","15","Null","","","","","","","12","","","","","","UserPreferences","NVARCHAR","String","","8470830","","","","10","false","false","","","","12","12","","","People_Archive","","","Western","UserPreferences","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","254","","Default String Icon","","","","","false","","","","",""
"1075838981::1222","PhoneNumber",Column,"","PhoneNumber","Non Primary Key","","nvarchar(20)","1","Null","","","","","","","13","","","","","","PhoneNumber","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","13","13","","","People_Archive","","","Western","PhoneNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","false","","","","",""
"1075838981::1223","FaxNumber",Column,"","FaxNumber","Non Primary Key","","nvarchar(20)","1","Null","","","","","","","14","","","","","","FaxNumber","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","14","14","","","People_Archive","","","Western","FaxNumber","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","28","","Default String Icon","","","","","false","","","","",""
"1075838981::1224","EmailAddress",Column,"","EmailAddress","Non Primary Key","","nvarchar(256)","1","Null","","","","","","","15","","","","","","EmailAddress","NVARCHAR(256)","String","","8470830","","","","10","false","false","","","","15","15","","","People_Archive","","","Western","EmailAddress","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","45","","Default String Icon","","","","","false","","","","",""
"1075838981::1225","Photo",Column,"","Photo","Non Primary Key","","varbinary(max)","100","Null","","","","","","","16","","","","","","Photo","LARGE BINARY","Blob","","8470830","","","","10","false","false","","","","16","16","","","People_Archive","","","Western","Photo","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Blob Icon","","","","","false","","","","",""
"1075838981::1226","CustomFields",Column,"","CustomFields","Non Primary Key","","nvarchar(max)","99","Null","","","","","","","17","","","","","","CustomFields","NVARCHAR","String","","8470830","","","","10","false","false","","","","17","17","","","People_Archive","","","Western","CustomFields","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","253","","Default String Icon","","","","","false","","","","",""
"1075838981::1227","OtherLanguages",Column,"","OtherLanguages","Non Primary Key","","nvarchar(max)","99","Null","","","","","","","18","","","","","","OtherLanguages","NVARCHAR","String","","8470830","","","","10","false","false","","","","18","18","","","People_Archive","","","Western","OtherLanguages","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","34","","Default String Icon","","","","","false","","","","",""
"1075838981::1228","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","19","","","","","","LastEditedBy","INTEGER","Number","","8470830","","","","10","false","false","","","","19","19","","","People_Archive","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::1229","ValidFrom",Column,"","ValidFrom","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","20","","","","","","ValidFrom","DATE","Datetime","","0","","","","10","false","false","","","","20","20","","","People_Archive,ValidFrom","","","Western","ValidFrom","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1230","ValidTo",Column,"","ValidTo","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","21","","","","","","ValidTo","DATE","Datetime","","0","","","","10","false","false","","","","21","21","","","People_Archive,ValidTo","","","Western","ValidTo","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1236","PurchaseOrderLineID",Column,"","PurchaseOrderLineID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","PurchaseOrderLineID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","PurchaseOrderLines,PurchaseOrderLineID","","","Western","PurchaseOrderLineID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a line on a purchase order within the database"
"1075838981::1237","PurchaseOrderID",Column,"","PurchaseOrderID","Non Primary Key","","int","","Not Null","","","","","","","2","PurchaseOrderID","FK_Purchasing_PurchaseOrderLines_PurchaseOrderID_Purchasing_PurchaseOrders (PurchaseOrders to PurchaseOrderLines)","","","","PurchaseOrderID","INTEGER","Number","","12470272","","","","10","false","false","","","","2","2","","","PurchaseOrderLines,PurchaseOrderID","","","Western","PurchaseOrderID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Purchase order that this line is associated with"
"1075838981::1238","StockItemID",Column,"","StockItemID","Non Primary Key","","int","","Not Null","","","","","","","3","StockItemID","FK_Purchasing_PurchaseOrderLines_StockItemID_Warehouse_StockItems (StockItems to PurchaseOrderLines)","","","","StockItemID","INTEGER","Number","","12470272","","","","10","false","false","","","","3","3","","","PurchaseOrderLines,StockItemID,StockItemID","","","Western","StockItemID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Stock item for this purchase order line"
"1075838981::1239","OrderedOuters",Column,"","OrderedOuters","Non Primary Key","","int","","Not Null","","","","","","","4","","","","","","OrderedOuters","INTEGER","Number","","8470830","","","","10","false","false","","","","4","4","","","PurchaseOrderLines,IX_Purchasing_PurchaseOrderLines_Perf_20160301_4","","","Western","OrderedOuters","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Quantity of the stock item that is ordered"
"1075838981::1240","Description",Column,"","Description","Non Primary Key","","nvarchar(100)","","Not Null","","","","","","","5","","","","","","Description","NVARCHAR(100)","String","","8470830","","","","10","false","false","","","","5","5","","","PurchaseOrderLines","","","Western","Description","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","85","","Default String Icon","","","","","false","","","","","Description of the item to be supplied (Often the stock item name but could be supplier description)"
"1075838981::1241","ReceivedOuters",Column,"","ReceivedOuters","Non Primary Key","","int","","Not Null","","","","","","","6","","","","","","ReceivedOuters","INTEGER","Number","","8470830","","","","10","false","false","","","","6","6","","","PurchaseOrderLines,IX_Purchasing_PurchaseOrderLines_Perf_20160301_4","","","Western","ReceivedOuters","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Total quantity of the stock item that has been received so far"
"1075838981::1242","PackageTypeID",Column,"","PackageTypeID","Non Primary Key","","int","","Not Null","","","","","","","7","PackageTypeID","FK_Purchasing_PurchaseOrderLines_PackageTypeID_Warehouse_PackageTypes (PackageTypes to PurchaseOrderLines)","","","","PackageTypeID","INTEGER","Number","","12470272","","","","10","false","false","","","","7","7","","","PurchaseOrderLines,PackageTypeID","","","Western","PackageTypeID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Type of package received"
"1075838981::1243","ExpectedUnitPricePerOuter",Column,"","ExpectedUnitPricePerOuter","Non Primary Key","","decimal(18,2)","0","Null","","","","","","","8","","","","","","ExpectedUnitPricePerOuter","DECIMAL(18,2)","Number","","8470830","","","","10","false","false","","","","8","8","","","PurchaseOrderLines","","","Western","ExpectedUnitPricePerOuter","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","","The unit price that we expect to be charged"
"1075838981::1244","LastReceiptDate",Column,"","LastReceiptDate","Non Primary Key","","date","1","Null","","","","","","","9","","","","","","LastReceiptDate","INTERVAL","Datetime","","8470830","","","","10","false","false","","","","9","9","","","PurchaseOrderLines","","","Western","LastReceiptDate","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","","The last date on which this stock item was received for this purchase order"
"1075838981::1245","IsOrderLineFinalized",Column,"","IsOrderLineFinalized","Non Primary Key","","bit","","Not Null","","","","","","","10","","","","","","IsOrderLineFinalized","SMALLINT","Number","","0","","","","10","false","false","","","","10","10","","","PurchaseOrderLines,IsOrderLineFinalized","","","Western","IsOrderLineFinalized","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Is this purchase order line now considered finalized? (Receipted quantities and weights are often not precise)"
"1075838981::1246","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","11","PersonID","FK_Purchasing_PurchaseOrderLines_Application_People (People to PurchaseOrderLines)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","11","11","","","PurchaseOrderLines,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1247","LastEditedWhen",Column,"","LastEditedWhen","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","12","","","","","","LastEditedWhen","DATE","Datetime","","8470830","","","","10","false","false","","","","12","12","","","PurchaseOrderLines","","","Western","LastEditedWhen","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1268","PurchaseOrderID",Column,"","PurchaseOrderID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","PurchaseOrderID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","PurchaseOrders,PurchaseOrderID,PurchaseOrderID,PurchaseOrderID,PurchaseOrderID","","","Western","PurchaseOrderID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a purchase order within the database"
"1075838981::1269","SupplierID",Column,"","SupplierID","Non Primary Key","","int","","Not Null","","","","","","","2","SupplierID","FK_Purchasing_PurchaseOrders_SupplierID_Purchasing_Suppliers (Suppliers to PurchaseOrders)","","","","SupplierID","INTEGER","Number","","12470272","","","","10","false","false","","","","2","2","","","PurchaseOrders,SupplierID","","","Western","SupplierID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Supplier for this purchase order"
"1075838981::1270","OrderDate",Column,"","OrderDate","Non Primary Key","","date","","Not Null","","","","","","","3","","","","","","OrderDate","INTERVAL","Datetime","","8470830","","","","10","false","false","","","","3","3","","","PurchaseOrders","","","Western","OrderDate","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","","Date that this purchase order was raised"
"1075838981::1271","DeliveryMethodID",Column,"","DeliveryMethodID","Non Primary Key","","int","","Not Null","","","","","","","4","DeliveryMethodID","FK_Purchasing_PurchaseOrders_DeliveryMethodID_Application_DeliveryMethods (DeliveryMethods to PurchaseOrders)","","","","DeliveryMethodID","INTEGER","Number","","12470272","","","","10","false","false","","","","4","4","","","PurchaseOrders,DeliveryMethodID","","","Western","DeliveryMethodID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","How this purchase order should be delivered"
